scenario,soc_code,occupation_title,aioe_score,projected_aioe,aioe_increase,tot_emp,annual_median_wage,education_level
Aggressive,29-1051,Pharmacists,0.6058705,2.1456009380399466,1.5397304380399466,328870.0,137480.0,7.753454545454546
Aggressive,17-1022,Surveyors,0.1460606,1.669134762155259,1.523074162155259,53080.0,72740.0,4.104055860131467
Aggressive,19-1032,Foresters,-0.184381,1.33117869078542,1.5155596907854199,9650.0,70660.0,4.51499395514994
Aggressive,19-3091,Anthropologists and Archeologists,0.6965665,2.183302777602162,1.4867362776021622,8070.0,64910.0,6.418181818181818
Aggressive,29-1122,Occupational Therapists,0.1151615,1.5990439340730285,1.4838824340730286,152280.0,98340.0,5.8020000000000005
Aggressive,31-2011,Occupational Therapist Assistants,-0.3153762,1.1684772918949116,1.4838534918949116,47910.0,68340.0,3.898690909090909
Aggressive,29-1141,Registered Nurses,0.2294097,1.6865175926461076,1.4571078926461076,3282010.0,93600.0,5.074458181818182
Aggressive,33-9032,Security Guards,-0.3908421,1.0399518761998865,1.4307939761998865,1241770.0,38370.0,2.064
Aggressive,29-1081,Podiatrists,0.6279185,2.024465670823591,1.396547170823591,9520.0,152800.0,8.3624
Aggressive,29-1128,Exercise Physiologists,-0.0331901,1.350610712190222,1.383800812190222,8110.0,58160.0,5.429745454545455
Aggressive,29-2052,Pharmacy Technicians,0.0070256,1.372387654012961,1.365362054012961,487920.0,43460.0,2.440581818181818
Aggressive,29-2053,Psychiatric Technicians,-0.2203484,1.1382689853385641,1.3586173853385641,136300.0,42590.0,3.3759999999999994
Aggressive,29-1151,Nurse Anesthetists,0.2413191,1.5919786827440339,1.3506595827440337,50350.0,223210.0,7.356945454545456
Aggressive,33-1012,First-Line Supervisors/Managers of Police and Detectives,-0.1923298,1.1404224714904223,1.3327522714904223,153130.0,105980.0,2.6632727272727275
Aggressive,13-1041,"Compliance Officers, Except Agriculture, Construction, Health and Safety, and Transportation",0.6981205,2.022765572926321,1.3246450729263213,397770.0,78420.0,4.0941212121212125
Aggressive,33-2021,Fire Inspectors and Investigators,0.062793,1.386629767487918,1.323836767487918,14050.0,78060.0,2.692678358744965
Aggressive,29-1126,Respiratory Therapists,-0.1880507,1.1353844316240262,1.3234351316240263,136420.0,80450.0,3.925163636363637
Aggressive,29-2032,Diagnostic Medical Sonographers,-0.264054,1.0533841145940137,1.3174381145940137,86460.0,89340.0,4.357454545454544
Aggressive,19-1031,Conservation Scientists,0.0690313,1.3747330864063807,1.3057017864063807,25590.0,67950.0,4.626158596261587
Aggressive,21-1094,Community Health Workers,0.0371229,1.335270253388577,1.298147353388577,60730.0,51030.0,4.437619874376199
Aggressive,51-6092,Fabric and Apparel Patternmakers,-0.0831096,1.2139377732989263,1.2970473732989263,2860.0,67670.0,2.827528207366192
Aggressive,39-9032,Recreation Workers,-0.2441154,1.0518848816870356,1.2960002816870357,309640.0,35380.0,3.7378181818181817
Aggressive,33-9099,"Protective Service Workers, All Other",0.0764088,1.3723695088399728,1.2959607088399727,83110.0,41600.0,2.2758545454545454
Aggressive,19-2043,Hydrologists,0.6405071,1.9299194414196772,1.2894123414196772,5720.0,92060.0,5.616654545454546
Aggressive,21-1015,Rehabilitation Counselors,0.5025014,1.791703670893129,1.2892022708931292,88930.0,46110.0,4.748363636363637
Aggressive,25-1072,"Nursing Instructors and Teachers, Postsecondary",0.5170682,1.7878537927355032,1.2707855927355032,74250.0,79940.0,7.015854545454545
Aggressive,19-2041,"Environmental Scientists and Specialists, Including Health",1.014113,2.2834422393268614,1.2693292393268614,84930.0,80060.0,5.504269211451533
Aggressive,21-1012,"Educational, Vocational, and School Counselors",0.9739287,2.2382637704133,1.2643350704133,342350.0,65140.0,5.220814282208144
Aggressive,27-1027,Set and Exhibit Designers,-0.0519323,1.1897097727301977,1.2416420727301978,10850.0,66280.0,5.4675116841550135
Aggressive,25-2051,"Special Education Teachers, Preschool",0.3750564,1.5882330663027808,1.2131766663027808,28200.0,62190.0,5.405454545454545
Aggressive,25-4011,Archivists,0.6765602,1.882046370589611,1.2054861705896112,7050.0,61570.0,6.020509090909091
Aggressive,19-2042,"Geoscientists, Except Hydrologists and Geographers",0.7143481,1.9113204530305057,1.1969723530305056,22510.0,99240.0,5.909236363636364
Aggressive,25-2012,"Kindergarten Teachers, Except Special Education",0.3644047,1.5575185831741578,1.1931138831741577,114410.0,61430.0,4.913745454545454
Aggressive,19-4031,Chemical Technicians,0.0628057,1.2530427338372183,1.1902370338372184,55640.0,57790.0,3.336727272727273
Aggressive,25-4031,Library Technicians,0.037965,1.2180025167473132,1.1800375167473132,73770.0,39970.0,3.5239657852396578
Aggressive,19-4092,Forensic Science Technicians,0.2400518,1.4185736442666104,1.1785218442666103,19450.0,67440.0,3.145967221459673
Aggressive,17-3025,Environmental Engineering Technicians,0.0438054,1.2222519210296658,1.1784465210296657,12500.0,58890.0,4.083909790839098
Aggressive,29-2035,Magnetic Resonance Imaging Technologists,-0.0727627,1.1044460099354951,1.177208709935495,41530.0,88180.0,3.719437147194373
Aggressive,19-1023,Zoologists and Wildlife Biologists,0.3175953,1.4811256262888826,1.1635303262888825,16920.0,72860.0,5.340143105219613
Aggressive,47-4011,Construction and Building Inspectors,0.2860245,1.4475254310392494,1.1615009310392495,137210.0,72120.0,2.7525090909090912
Aggressive,43-5061,"Production, Planning, and Expediting Clerks",0.6999103,1.8524398900916665,1.1525295900916666,385000.0,57770.0,2.250056812500568
Aggressive,27-2023,"Umpires, Referees, and Other Sports Officials",-0.0325617,1.1133352472019136,1.1458969472019136,15080.0,38820.0,2.454472727272728
Aggressive,29-9099,"Healthcare Practitioners and Technical Workers, All Other",0.2295568,1.3729406700139513,1.1433838700139511,36970.0,64030.0,4.360945454545455
Aggressive,21-1092,Probation Officers and Correctional Treatment Specialists,0.5272448,1.6666116609765314,1.1393668609765313,86820.0,64520.0,4.547563636363637
Aggressive,29-2081,"Opticians, Dispensing",0.1013966,1.2177181312346184,1.1163215312346184,79690.0,46560.0,2.5152
Aggressive,19-1013,Soil and Plant Scientists,0.6320696,1.7472603482851448,1.1151907482851446,16600.0,71410.0,6.090981825455272
Aggressive,17-3022,Civil Engineering Technicians,0.9323219,2.0406830750281753,1.1083611750281752,62130.0,64200.0,3.3473454545454544
Aggressive,17-1021,Cartographers and Photogrammetrists,0.8169979,1.92421456140193,1.1072166614019299,12790.0,78380.0,3.7917090909090914
Aggressive,11-1021,General and Operations Managers,0.5748773,1.6806574569651307,1.1057801569651307,3584420.0,102950.0,2.9441454545454544
Aggressive,19-4051,Nuclear Technicians,0.1696743,1.2656092471486782,1.0959349471486781,5990.0,104240.0,3.110407141104072
Aggressive,21-1093,Social and Human Service Assistants,0.4652255,1.5551446331145613,1.0899191331145612,424220.0,45120.0,4.301527272727273
Aggressive,19-2031,Chemists,0.5011251,1.586739504364966,1.085614404364966,83250.0,84150.0,5.9024
Aggressive,19-4099,"Life, Physical, and Social Science Technicians, All Other",0.4501044,1.5325372682998468,1.0824328682998468,71400.0,60130.0,3.546327272727273
Aggressive,29-2091,Orthotists and Prosthetists,0.066577,1.1474706058760213,1.0808936058760215,9930.0,78310.0,5.9818181818181815
Aggressive,19-1029,"Biological Scientists, All Other",1.010193,2.0588869833712797,1.0486939833712798,59710.0,93330.0,6.760637802236763
Aggressive,31-9092,Medical Assistants,0.1497917,1.189365581828414,1.039573881828414,793460.0,44200.0,2.8121454545454547
Aggressive,29-2057,Ophthalmic Medical Technicians,0.078734,1.1113321997702095,1.0325981997702094,76520.0,44080.0,2.190109090909091
Aggressive,19-1022,Microbiologists,0.6955647,1.7161341098277163,1.0205694098277163,19760.0,87330.0,5.033269400332693
Aggressive,45-2011,Agricultural Inspectors,0.1704867,1.1843191806394056,1.0138324806394055,12090.0,50990.0,2.5293818181818173
Aggressive,43-6012,Legal Secretaries,1.014541,2.0262181576719214,1.0116771576719215,154540.0,54140.0,3.2778181818181817
Aggressive,27-2022,Coaches and Scouts,0.1168668,1.1228045101462019,1.005937710146202,250940.0,45920.0,4.466819409213649
Aggressive,41-1011,First-Line Supervisors/Managers of Retail Sales Workers,0.0191826,1.02034973612748,1.00116713612748,1113160.0,47320.0,2.2014545454545456
Aggressive,17-3012,Electrical and Electronics Drafters,0.910166,1.8971251619243499,0.9869591619243498,20020.0,73720.0,3.765687067656871
Aggressive,25-4012,Curators,0.7366658,1.7234946936496573,0.9868288936496573,12280.0,61770.0,6.6324905217794505
Aggressive,11-9041,Engineering Managers,0.8370105,1.8195893417669422,0.9825788417669422,210340.0,167740.0,5.335453136293179
Aggressive,43-9022,Word Processors and Typists,0.6219606,1.5969920542965292,0.9750314542965293,36030.0,47850.0,2.439127272727273
Aggressive,29-2033,Nuclear Medicine Technologists,0.0855276,1.0595661687480793,0.9740385687480793,16960.0,97020.0,4.222368672223688
Aggressive,43-4121,"Library Assistants, Clerical",0.2038919,1.1770731499359162,0.9731812499359161,80070.0,36010.0,2.3456618389111634
Aggressive,43-4071,File Clerks,0.2839743,1.2429510111670348,0.9589767111670348,78980.0,41270.0,3.2209454545454546
Aggressive,25-1041,"Agricultural Sciences Teachers, Postsecondary",0.7546685,1.708450246873197,0.9537817468731971,8700.0,86350.0,8.038181818181819
Aggressive,19-1012,Food Scientists and Technologists,0.7943575,1.7429974024375114,0.9486399024375114,14370.0,85310.0,5.869381818181818
Aggressive,43-9031,Desktop Publishers,0.3437743,1.2905377074974276,0.9467634074974276,4000.0,53620.0,3.146036363636364
Aggressive,51-8011,Nuclear Power Reactor Operators,0.7705302,1.7170894578349194,0.9465592578349193,5720.0,122610.0,2.6534744383529256
Aggressive,33-9021,Private Detectives and Investigators,0.7483108,1.6902267021687547,0.9419159021687546,38700.0,52370.0,3.550582330960369
Aggressive,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,0.227312,1.153586387298715,0.9262743872987151,127440.0,41460.0,1.905436729054367
Aggressive,29-1181,Audiologists,0.6329063,1.5552718434276527,0.9223655434276526,14730.0,92120.0,8.305818181818182
Aggressive,13-1032,"Insurance Appraisers, Auto Damage",0.6634955,1.585236921362167,0.9217414213621671,7790.0,76650.0,2.756727272727273
Aggressive,17-3021,Aerospace Engineering and Operations Technicians,0.3909402,1.3053146925022847,0.9143744925022848,9060.0,79830.0,2.966472727272727
Aggressive,29-1125,Recreational Therapists,0.2190109,1.1184645527794348,0.8994536527794348,15060.0,60280.0,4.714981818181819
Aggressive,17-2031,Biomedical Engineers,0.9874239,1.8636780073084558,0.8762541073084558,21860.0,106950.0,6.027418181818182
Aggressive,21-1022,Medical and Public Health Social Workers,0.9339648,1.800134564871938,0.866169764871938,185940.0,68090.0,6.0101010101010095
Aggressive,21-1091,Health Educators,0.691658,1.5523745567358023,0.8607165567358023,65150.0,63000.0,4.18989090909091
Aggressive,21-1021,"Child, Family, and School Social Workers",0.7761707,1.6334663564864014,0.8572956564864014,382960.0,58570.0,4.972
Aggressive,33-9031,Gaming Surveillance Officers and Gaming Investigators,0.7283933,1.5815850617176102,0.8531917617176101,10000.0,43900.0,1.9045090909090916
Aggressive,11-9199,"Managers, All Other",0.9646872,1.8137330866019452,0.8490458866019452,630980.0,136550.0,4.4259620352315725
Aggressive,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",0.9948935,1.835243323595176,0.840349823595176,23220.0,109660.0,4.636363636363637
Aggressive,43-4151,Order Clerks,0.8388861,1.6781244929033403,0.8392383929033403,83420.0,44660.0,2.2646545454545453
Aggressive,27-1021,Commercial and Industrial Designers,0.867039,1.704004096819056,0.836965096819056,30250.0,79450.0,4.1942545454545455
Aggressive,25-2023,"Vocational Education Teachers, Middle School",0.5199191,1.356348513582207,0.8364294135822071,14200.0,63620.0,5.012072727272727
Aggressive,17-2072,"Electronics Engineers, Except Computer",0.6654578,1.4964104499868625,0.8309526499868625,93940.0,127590.0,4.551345454545455
Aggressive,43-3071,Tellers,0.4727723,1.2997938517559695,0.8270215517559696,339340.0,39340.0,2.2250181818181822
Aggressive,17-2199,"Engineers, All Other",0.787566,1.610936203303289,0.823370203303289,150750.0,117750.0,5.231261164214517
Aggressive,19-1021,Biochemists and Biophysicists,0.9060509,1.7188477323263907,0.8127968323263907,34520.0,103650.0,7.581818181818182
Aggressive,27-1014,Multi-Media Artists and Animators,0.7058651,1.5101385231681337,0.8042734231681337,21280.0,99800.0,3.889963636363636
Aggressive,17-3013,Mechanical Drafters,0.8410071,1.6217138167651084,0.7807067167651084,39900.0,68510.0,3.958535565614151
Aggressive,43-2011,"Switchboard Operators, Including Answering Service",0.9832644,1.7504837754459728,0.7672193754459727,35730.0,38370.0,1.9130181818181815
Aggressive,11-9071,Gaming Managers,0.8299207,1.573866249237843,0.7439455492378431,4620.0,85580.0,2.4088727272727275
Aggressive,17-2021,Agricultural Engineers,0.9409636,1.6826908795463373,0.7417272795463373,1680.0,84630.0,5.109090909090909
Aggressive,11-3071,"Transportation, Storage, and Distribution Managers",0.8907923,1.6167015220922587,0.7259092220922587,213000.0,102010.0,4.948072727272727
Aggressive,11-9131,Postmasters and Mail Superintendents,0.8233757,1.5458096188118202,0.7224339188118202,13810.0,92730.0,2.4739655783760197
Aggressive,39-9041,Residential Advisors,0.4746119,1.1949610619115523,0.7203491619115523,82810.0,39180.0,3.876363636363637
Aggressive,11-9081,Lodging Managers,0.4021726,1.1215368126130087,0.7193642126130088,41350.0,68130.0,3.828953468289535
Aggressive,43-4051,Customer Service Representatives,0.9562519,1.6736993378573617,0.7174474378573616,2725930.0,42830.0,2.6916126569161265
Aggressive,11-3051,Industrial Production Managers,0.5086878,1.212352428618959,0.7036646286189591,234380.0,121440.0,3.68335841034476
Aggressive,13-1121,Meeting and Convention Planners,0.3740207,1.0520327500023365,0.6780120500023366,134670.0,59440.0,3.667272727272728
Aggressive,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",0.8911985,1.558341854751079,0.667143354751079,293930.0,100070.0,3.694250407893362
Aggressive,43-9061,"Office Clerks, General",0.9888986,1.626897506497507,0.6379989064975071,2510550.0,43630.0,2.779563636363636
Aggressive,53-6041,Traffic Technicians,0.3995872,1.0355047273706357,0.6359175273706357,7580.0,58480.0,2.7465019229195646
Aggressive,25-9021,Farm and Home Management Advisors,0.8604031,1.4932543314638094,0.6328512314638094,10260.0,58120.0,5.606303078797577
Aggressive,27-3043,Writers and Authors,0.9879274,1.5982547513791574,0.6103273513791574,47800.0,72270.0,3.9346181818181822
Aggressive,27-1022,Fashion Designers,0.5801539,1.1633793151698562,0.5832254151698562,20910.0,80690.0,4.172482751724829
Aggressive,17-2141,Mechanical Engineers,1.004709,1.5653248545477312,0.5606158545477311,286760.0,102320.0,4.785842424242423
Aggressive,43-4081,"Hotel, Motel, and Resort Desk Clerks",0.6063127,1.135675729214333,0.5293630292143329,261430.0,34270.0,2.1629382516293827
Aggressive,43-5031,"Police, Fire, and Ambulance Dispatchers",0.9074452,1.4359291053196022,0.5284839053196022,101140.0,50730.0,2.3266181818181813
Aggressive,25-1071,"Health Specialties Teachers, Postsecondary",0.924754,1.4525768102519123,0.5278228102519124,229720.0,105620.0,6.802983338029833
Aggressive,25-2021,"Elementary School Teachers, Except Special Education",0.8869491,1.4097102080709765,0.5227611080709764,1393310.0,62340.0,4.953890909090909
Aggressive,27-1024,Graphic Designers,0.7156958,1.2367309632234291,0.5210351632234291,214260.0,61300.0,4.236363636363636
Aggressive,27-4032,Film and Video Editors,0.985707,1.4562938869221969,0.47058688692219686,28860.0,70980.0,4.031636363636364
Aggressive,11-9031,"Education Administrators, Preschool and Child Care Center/Program",0.838007,1.306124175564783,0.46811717556478305,71620.0,56270.0,3.283054545454545
Aggressive,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",0.8224681,1.2485156852887702,0.4260475852887702,1266860.0,66780.0,3.005690340056904
Aggressive,41-9022,Real Estate Sales Agents,0.8649445,1.2872126011036866,0.4222681011036866,190600.0,56320.0,2.4197783414705105
Aggressive,27-3011,Radio and Television Announcers,0.8493547,1.2630383938416654,0.41368369384166537,23880.0,45680.0,3.9737454545454542
Aggressive,43-4171,Receptionists and Information Clerks,1.013186,1.3873519930721008,0.37416599307210086,964530.0,37230.0,2.330181818181818
Aggressive,27-2012,Producers and Directors,0.9388108,1.3115515285359955,0.3727407285359956,145270.0,83480.0,4.128527272727273
Aggressive,25-1121,"Art, Drama, and Music Teachers, Postsecondary",0.7582769,1.1252124817891183,0.3669355817891182,97890.0,80190.0,6.555100964641918
Aggressive,27-2041,Music Directors and Composers,0.8829641,1.243318649117989,0.36035454911798903,12330.0,63670.0,5.410841084108411
Aggressive,39-6012,Concierges,0.855832,1.1296424398539102,0.2738104398539102,44200.0,37320.0,2.9504
Conservative,29-1011,Chiropractors,-0.1911757,1.0242477404202128,1.2154234404202129,37630.0,79000.0,7.590909090909091
Conservative,29-1171,Nurse Practitioners,0.1900572,1.3918796597380274,1.2018224597380274,307390.0,129210.0,6.723354937233551
Conservative,29-1131,Veterinarians,-0.0749958,1.1241243278975293,1.1991201278975292,80630.0,125510.0,8.291927272727273
Conservative,51-8012,Power Distributors and Dispatchers,0.5012214,1.5972064939299782,1.0959850939299782,9180.0,107240.0,2.8320727272727275
Conservative,29-1161,Nurse Midwives,0.1966265,1.1711539788658438,0.9745274788658438,8280.0,128790.0,6.181827273636455
Conservative,29-1041,Optometrists,0.5040194,1.4423533661867112,0.9383339661867112,41890.0,134830.0,8.238109090909088
Conservative,33-3021,Detectives and Criminal Investigators,0.2257696,1.0873485314381175,0.8615789314381175,110790.0,93580.0,3.9196110691961112
Conservative,19-3091,Anthropologists and Archeologists,0.6965665,1.4889501971039847,0.7923836971039847,8070.0,64910.0,6.418181818181818
Conservative,43-9021,Data Entry Keyers,0.3108081,1.0662614253572313,0.7554533253572313,135280.0,39850.0,2.4093090909090904
Conservative,29-1051,Pharmacists,0.6058705,1.3506299582049321,0.7447594582049322,328870.0,137480.0,7.753454545454546
Conservative,29-1081,Podiatrists,0.6279185,1.3074687624002972,0.6795502624002971,9520.0,152800.0,8.3624
Conservative,21-1015,Rehabilitation Counselors,0.5025014,1.1018209876943035,0.5993195876943035,88930.0,46110.0,4.748363636363637
Conservative,25-1072,"Nursing Instructors and Teachers, Postsecondary",0.5170682,1.103763636202169,0.586695436202169,74250.0,79940.0,7.015854545454545
Conservative,21-1012,"Educational, Vocational, and School Counselors",0.9739287,1.5453973244098669,0.5714686244098669,342350.0,65140.0,5.220814282208144
Conservative,13-1041,"Compliance Officers, Except Agriculture, Construction, Health and Safety, and Transportation",0.6981205,1.2522621494367185,0.5541416494367185,397770.0,78420.0,4.0941212121212125
Conservative,19-2041,"Environmental Scientists and Specialists, Including Health",1.014113,1.5655404722519588,0.5514274722519588,84930.0,80060.0,5.504269211451533
Conservative,19-2043,Hydrologists,0.6405071,1.1771652474544765,0.5366581474544765,5720.0,92060.0,5.616654545454546
Conservative,25-4011,Archivists,0.6765602,1.1775232313763135,0.5009630313763136,7050.0,61570.0,6.020509090909091
Conservative,19-2042,"Geoscientists, Except Hydrologists and Geographers",0.7143481,1.193824201945123,0.479476101945123,22510.0,99240.0,5.909236363636364
Conservative,11-1021,General and Operations Managers,0.5748773,1.0394710953492508,0.4645937953492507,3584420.0,102950.0,2.9441454545454544
Conservative,43-5061,"Production, Planning, and Expediting Clerks",0.6999103,1.0785665698963398,0.3786562698963398,385000.0,57770.0,2.250056812500568
Conservative,19-1029,"Biological Scientists, All Other",1.010193,1.3526828284368737,0.3424898284368738,59710.0,93330.0,6.760637802236763
Conservative,17-1021,Cartographers and Photogrammetrists,0.8169979,1.1390011834892158,0.3220032834892157,12790.0,78380.0,3.7917090909090914
Conservative,17-3022,Civil Engineering Technicians,0.9323219,1.2429068135829686,0.3105849135829686,62130.0,64200.0,3.3473454545454544
Conservative,25-1041,"Agricultural Sciences Teachers, Postsecondary",0.7546685,1.0646446671601235,0.30997616716012355,8700.0,86350.0,8.038181818181819
Conservative,11-9041,Engineering Managers,0.8370105,1.1420544357876328,0.3050439357876328,210340.0,167740.0,5.335453136293179
Conservative,25-4012,Curators,0.7366658,1.0383126226256914,0.3016468226256913,12280.0,61770.0,6.6324905217794505
Conservative,21-1021,"Child, Family, and School Social Workers",0.7761707,1.0206537934702435,0.24448309347024355,382960.0,58570.0,4.972
Conservative,21-1022,Medical and Public Health Social Workers,0.9339648,1.1432324196513488,0.20926761965134877,185940.0,68090.0,6.0101010101010095
Conservative,43-6012,Legal Secretaries,1.014541,1.1987374963617639,0.18419649636176394,154540.0,54140.0,3.2778181818181817
Conservative,17-3012,Electrical and Electronics Drafters,0.910166,1.0941468223555222,0.18398082235552216,20020.0,73720.0,3.765687067656871
Conservative,11-9199,"Managers, All Other",0.9646872,1.1020978558756165,0.13741065587561652,630980.0,136550.0,4.4259620352315725
Conservative,17-2031,Biomedical Engineers,0.9874239,1.1202369886731152,0.13281308867311514,21860.0,106950.0,6.027418181818182
Conservative,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",0.9948935,1.1008536558029047,0.10596015580290474,23220.0,109660.0,4.636363636363637
Conservative,27-3043,Writers and Authors,0.9879274,1.047007849327316,0.05908044932731604,47800.0,72270.0,3.9346181818181822
Conservative,43-2011,"Switchboard Operators, Including Answering Service",0.9832644,1.0292807572162785,0.0460163572162785,35730.0,38370.0,1.9130181818181815
Moderate,29-1123,Physical Therapists,-0.3581922,1.2806341673068768,1.6388263673068768,248630.0,101020.0,6.861745454545456
Moderate,29-1011,Chiropractors,-0.1911757,1.316909450231879,1.508085150231879,37630.0,79000.0,7.590909090909091
Moderate,29-1171,Nurse Practitioners,0.1900572,1.6927573964162526,1.5027001964162525,307390.0,129210.0,6.723354937233551
Moderate,29-1131,Veterinarians,-0.0749958,1.4165504650687604,1.4915462650687603,80630.0,125510.0,8.291927272727273
Moderate,51-8012,Power Distributors and Dispatchers,0.5012214,1.9408196195748708,1.4395982195748709,9180.0,107240.0,2.8320727272727275
Moderate,29-1021,"Dentists, General",-0.1813301,1.2342925321468545,1.4156226321468546,113490.0,172790.0,7.536581818181818
Moderate,29-1161,Nurse Midwives,0.1966265,1.4679648889498198,1.2713383889498198,8280.0,128790.0,6.181827273636455
Moderate,29-1041,Optometrists,0.5040194,1.7485928307110297,1.2445734307110297,41890.0,134830.0,8.238109090909088
Moderate,33-3021,Detectives and Criminal Investigators,0.2257696,1.3990913526512325,1.1733217526512325,110790.0,93580.0,3.9196110691961112
Moderate,29-1071,Physician Assistants,0.1059147,1.2671659327353235,1.1612512327353235,155540.0,133260.0,5.433567132902099
Moderate,43-9021,Data Entry Keyers,0.3108081,1.394610512324384,1.083802412324384,135280.0,39850.0,2.4093090909090904
Moderate,19-3091,Anthropologists and Archeologists,0.6965665,1.7770455366392213,1.0804790366392214,8070.0,64910.0,6.418181818181818
Moderate,29-1122,Occupational Therapists,0.1151615,1.1913996257703108,1.0762381257703109,152280.0,98340.0,5.8020000000000005
Moderate,29-1051,Pharmacists,0.6058705,1.6700785217551914,1.0642080217551915,328870.0,137480.0,7.753454545454546
Moderate,19-4021,Biological Technicians,0.3012355,1.3387800787340391,1.0375445787340392,76190.0,52000.0,5.227345454545453
Moderate,29-1141,Registered Nurses,0.2294097,1.254871397217677,1.025461697217677,3282010.0,93600.0,5.074458181818182
Moderate,17-1022,Surveyors,0.1460606,1.1635717581843323,1.0175111581843324,53080.0,72740.0,4.104055860131467
Moderate,29-1081,Podiatrists,0.6279185,1.5966748790926655,0.9687563790926654,9520.0,152800.0,8.3624
Moderate,21-1015,Rehabilitation Counselors,0.5025014,1.3847274319349487,0.8822260319349488,88930.0,46110.0,4.748363636363637
Moderate,13-1041,"Compliance Officers, Except Agriculture, Construction, Health and Safety, and Transportation",0.6981205,1.5661431010354594,0.8680226010354594,397770.0,78420.0,4.0941212121212125
Moderate,29-1151,Nurse Anesthetists,0.2413191,1.107322647580752,0.866003547580752,50350.0,223210.0,7.356945454545456
Moderate,25-1072,"Nursing Instructors and Teachers, Postsecondary",0.5170682,1.3827250171355026,0.8656568171355026,74250.0,79940.0,7.015854545454545
Moderate,21-1012,"Educational, Vocational, and School Counselors",0.9739287,1.8337954876310025,0.8598667876310025,342350.0,65140.0,5.220814282208144
Moderate,19-2041,"Environmental Scientists and Specialists, Including Health",1.014113,1.8621583866758842,0.8480453866758841,84930.0,80060.0,5.504269211451533
Moderate,19-2043,Hydrologists,0.6405071,1.4833336320811559,0.8428265320811559,5720.0,92060.0,5.616654545454546
